Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19780507.5.15,Summary,1978-05-07,19:14:00,3,Arkansas,-,-,1,0,0,50,0.1,Benton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.27,-94.12,-,-,1,,200,Unmodified
19780507.5.16,Summary,1978-05-07,22:40:00,3,Arkansas,-,-,0,0,0,20,0.1,Yell,-,-,-,-,-,-,-,-,-,-,-,-,,35.23,-93.2,-,-,1,,201,Unmodified
19780512.5.17,Summary,1978-05-12,13:14:00,3,Arkansas,-,-,1,0,0,50,3,Benton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.15,-94.53,-,-,1,,239,Unmodified
19780512.5.18,Summary,1978-05-12,16:10:00,3,Arkansas,-,-,2,0,0,200,12.1,Stone,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.92,-92.32,35.9,-92.1,1,,245,Unmodified
19780512.5.19,Summary,1978-05-12,17:45:00,3,Arkansas,-,-,1,0,2,77,2,Hempstead,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.52,-93.58,-,-,1,,248,Unmodified
19780512.5.20,Summary,1978-05-12,18:00:00,3,Arkansas,-,-,0,0,0,27,0.3,Grant,-,-,-,-,-,-,-,-,-,-,-,-,,34.33,-92.23,-,-,1,,250,Unmodified
19780512.5.21,Summary,1978-05-12,18:58:00,3,Arkansas,-,-,0,0,0,50,0.3,Arkansas,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.22,-91.25,-,-,1,,251,Unmodified
19780606.5.22,Summary,1978-06-06,15:15:00,3,Arkansas,-,-,1,0,0,77,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.62,-91.27,-,-,1,,382,Unmodified
19780608.5.23,Summary,1978-06-08,12:10:00,3,Arkansas,-,-,0,0,0,27,0.1,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.6,-90.22,-,-,1,,404,Unmodified
19780608.5.24,Summary,1978-06-08,13:41:00,3,Arkansas,-,-,0,0,0,27,0.1,Crittenden,-,-,-,-,-,-,-,-,-,-,-,-,,35.23,-90.33,-,-,1,,406,Unmodified
19780619.5.25,Summary,1978-06-19,16:30:00,3,Arkansas,-,-,0,0,0,20,0.3,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,34.52,-91.97,-,-,1,,453,Unmodified
19780622.5.26,Summary,1978-06-22,12:29:00,3,Arkansas,-,-,0,0,0,27,0.1,Mississippi,-,-,-,-,-,-,-,-,-,-,-,-,,35.7,-90,-,-,1,,466,Unmodified
19780627.5.27,Summary,1978-06-27,15:45:00,3,Arkansas,-,-,1,0,0,27,5.7,Lincoln,-,-,-,-,-,-,-,-,-,-,-,-,,34.07,-91.58,33.98,-91.58,1,,499,Unmodified
19780702.5.28,Summary,1978-07-02,16:30:00,3,Arkansas,-,-,1,0,0,200,0.5,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.63,-92.1,-,-,1,,525,Unmodified
19780704.5.29,Summary,1978-07-04,16:00:00,3,Arkansas,-,-,1,0,0,440,6.9,Howard,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.87,-93.92,33.77,-93.92,1,,537,Unmodified
19780710.5.30,Summary,1978-07-10,15:30:00,3,Arkansas,-,-,0,0,0,27,0.1,Conway,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.45,-92.57,-,-,1,,580,Unmodified
19780727.5.31,Summary,1978-07-27,17:25:00,3,Arkansas,-,-,0,0,0,27,0.1,Arkansas,-,-,-,-,-,-,-,-,-,-,-,-,,34.28,-91.33,-,-,1,,643,Unmodified
19780813.5.32,Summary,1978-08-13,05:50:00,3,Arkansas,-,-,2,0,3,50,4.5,Craighead,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,35.9,-90.72,35.85,-90.67,1,,671,Unmodified
19780816.5.33,Summary,1978-08-16,19:30:00,3,Arkansas,-,-,0,0,0,20,6.1,Craighead,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.9,-90.82,35.87,-90.72,1,,693,Unmodified
19780816.5.34,Summary,1978-08-16,20:45:00,3,Arkansas,-,-,0,0,0,27,0.1,Craighead,-,-,-,-,-,-,-,-,-,-,-,-,,35.75,-90.57,-,-,1,,694,Unmodified
19780829.5.35,Summary,1978-08-29,14:30:00,3,Arkansas,-,-,1,0,0,50,0.1,Phillips,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.55,-90.7,-,-,1,,718,Unmodified
19781203.5.36,Summary,1978-12-03,02:00:00,3,Arkansas,-,-,2,0,0,250,25.2,Ouachita,Dallas,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.73,-92.82,33.9,-92.43,1,,763,Unmodified
19781203.5.37,Summary,1978-12-03,03:25:00,3,Arkansas,-,-,2,1,7,50,6.4,Union,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.17,-92.9,33.2,-92.8,1,,765,Unmodified
19781203.5.38,Summary,1978-12-03,03:30:00,3,Arkansas,-,-,1,0,0,77,3.8,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.15,-91.9,34.18,-91.85,1,,766,Unmodified
19781203.22.21,Summary,1978-12-03,03:38:00,3,Louisiana,Arkansas,-,3,2,4,300,60,Webster,Claiborne,Union,Union,-,-,-,-,-,-,-,-,$50K-$500K,,32.47,-93.3,33.03,-92.53,2,,767,Unmodified
19781203.22.21,State,1978-12-03,03:38:00,3,Louisiana,,,3,2,4,300,56.2,Webster,Claiborne,Union,-,-,-,-,-,-,-,-,-,$50K-$500K,,32.47,-93.3,33,-92.58,2,,767,Unmodified
19781203.22.21,State,1978-12-03,04:50:00,3,Arkansas,,,3,0,0,300,3.8,Union,-,-,-,-,-,-,-,-,-,-,-,-,,33,-92.58,33.03,-92.53,2,,767,Unmodified
19781203.5.39,Summary,1978-12-03,04:00:00,3,Arkansas,-,-,1,0,0,100,8.4,Calhoun,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.4,-92.45,33.5,-92.37,1,,768,Unmodified
19781203.5.40,Summary,1978-12-03,04:30:00,3,Arkansas,-,-,1,0,0,100,25.3,Arkansas,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.37,-91.65,34.45,-91.22,1,,769,Unmodified
19781203.5.42,Summary,1978-12-03,04:55:00,3,Arkansas,-,-,0,0,0,50,0.5,Monroe,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.52,-91.18,-,-,1,,770,Unmodified
19781203.5.43,Summary,1978-12-03,05:12:00,3,Arkansas,-,-,2,0,0,100,1,Lee,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.77,-90.77,-,-,1,,771,Unmodified
19781203.5.44,Summary,1978-12-03,05:15:00,3,Arkansas,-,-,2,0,0,400,18.6,Lincoln,Desha,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.83,-91.72,33.97,-91.43,1,,772,Unmodified
19781203.5.45,Summary,1978-12-03,06:50:00,3,Arkansas,-,-,2,0,0,100,0.8,Phillips,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.52,-90.6,-,-,1,,773,Unmodified
19790401.5.1,Summary,1979-04-01,15:45:00,3,Arkansas,-,-,1,0,0,100,0.2,Johnson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.38,-93.37,-,-,1,,80,Unmodified
19790401.5.2,Summary,1979-04-01,16:00:00,3,Arkansas,-,-,0,0,0,27,0.1,Grant,-,-,-,-,-,-,-,-,-,-,-,-,,34.15,-92.4,-,-,1,,81,Unmodified
19790401.5.3,Summary,1979-04-01,16:00:00,3,Arkansas,-,-,0,0,0,27,0.1,Ouachita,-,-,-,-,-,-,-,-,-,-,-,-,,33.4,-92.85,-,-,1,,82,Unmodified
19790401.5.4,Summary,1979-04-01,16:10:00,3,Arkansas,-,-,1,0,0,150,0.5,Miller,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.45,-94.03,-,-,1,,84,Unmodified
19790401.5.5,Summary,1979-04-01,17:20:00,3,Arkansas,-,-,1,0,0,77,0.3,Woodruff,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.23,-91.37,-,-,1,,85,Unmodified
19790408.5.6,Summary,1979-04-08,15:55:00,3,Arkansas,-,-,2,0,2,400,0.8,Howard,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.88,-93.92,-,-,1,,99,Unmodified
19790408.5.7,Summary,1979-04-08,16:20:00,3,Arkansas,-,-,1,0,1,77,0.1,Hempstead,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.88,-93.58,-,-,1,,100,Unmodified
19790408.5.8,Summary,1979-04-08,16:30:00,3,Arkansas,-,-,1,0,0,50,0.3,Nevada,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.82,-93.38,-,-,1,,101,Unmodified
19790408.5.9,Summary,1979-04-08,17:16:00,3,Arkansas,-,-,3,0,18,1320,62.4,Ouachita,Calhoun,Bradley,-,-,-,-,-,-,-,-,-,$500K-$5M,,33.72,-93.08,33.37,-92.1,1,,102,Unmodified
19790408.5.10,Summary,1979-04-08,18:20:00,3,Arkansas,-,-,0,0,0,50,0.1,Ouachita,-,-,-,-,-,-,-,-,-,-,-,-,,33.72,-92.62,-,-,1,,103,Unmodified
19790408.5.11,Summary,1979-04-08,18:45:00,3,Arkansas,-,-,0,0,0,100,0.3,Union,-,-,-,-,-,-,-,-,-,-,-,-,,33.37,-92.77,-,-,1,,104,Unmodified
19790408.5.12,Summary,1979-04-08,19:00:00,3,Arkansas,-,-,0,0,0,50,0.1,Bradley,-,-,-,-,-,-,-,-,-,-,-,-,,33.3,-92.35,-,-,1,,105,Unmodified
19790408.5.13,Summary,1979-04-08,19:00:00,3,Arkansas,-,-,0,0,0,50,0.1,Ashley,-,-,-,-,-,-,-,-,-,-,-,-,,33.35,-91.87,-,-,1,,106,Unmodified
19790408.5.14,Summary,1979-04-08,19:34:00,3,Arkansas,-,-,3,0,13,1320,17.7,Ashley,-,-,-,-,-,-,-,-,-,-,-,$5M-$50M,,33.25,-91.88,33.2,-91.58,1,,107,Unmodified
19790408.5.15,Summary,1979-04-08,20:03:00,3,Arkansas,-,-,0,0,0,50,0.1,Phillips,-,-,-,-,-,-,-,-,-,-,-,-,,34.38,-90.62,-,-,1,,108,Unmodified
19790408.5.16,Summary,1979-04-08,20:30:00,3,Arkansas,-,-,1,0,0,300,5.9,Chicot,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.12,-91.35,33.12,-91.25,1,,109,Unmodified
19790411.5.17,Summary,1979-04-11,07:10:00,3,Arkansas,-,-,2,0,0,200,5.4,Conway,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.27,-92.8,35.32,-92.73,1,,142,Unmodified
19790411.5.18,Summary,1979-04-11,08:42:00,3,Arkansas,-,-,1,0,0,150,8.7,Stone,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.78,-92.3,35.87,-92.18,1,,143,Unmodified
19790411.5.19,Summary,1979-04-11,10:02:00,3,Arkansas,-,-,2,0,4,200,11.1,Washington,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.83,-94.38,35.98,-94.32,1,,144,Unmodified
19790411.40.22,Summary,1979-04-11,11:15:00,3,Oklahoma,Arkansas,-,2,0,20,440,42,McCurtain,Sevier,Polk,-,-,-,-,-,-,-,-,-,$50K-$500K,,34,-94.6,34.47,-94.13,2,,148,Unmodified
19790411.40.22,State,1979-04-11,11:15:00,3,Oklahoma,,,2,0,3,440,11.9,McCurtain,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34,-94.6,34.13,-94.47,2,,148,Unmodified
19790411.40.22,State,1979-04-11,11:31:00,3,Arkansas,,,2,0,17,440,30.1,Sevier,Polk,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.13,-94.47,34.47,-94.13,2,,148,Unmodified
19790411.5.21,Summary,1979-04-11,14:10:00,3,Arkansas,-,-,2,0,0,200,0.5,Nevada,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.6,-93.37,-,-,1,,151,Unmodified
19790411.5.22,Summary,1979-04-11,14:15:00,3,Arkansas,-,-,2,0,0,440,3,Faulkner,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.3,-92.37,35.33,-92.33,1,,152,Unmodified
19790411.5.23,Summary,1979-04-11,15:00:00,3,Arkansas,-,-,2,0,0,250,40.3,Saline,Pulaski,Lonoke,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.55,-92.33,34.88,-91.75,1,,156,Unmodified
19790411.5.24,Summary,1979-04-11,15:45:00,3,Arkansas,-,-,1,0,0,100,0.5,Fulton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.5,-91.55,-,-,1,,158,Unmodified
19790411.5.25,Summary,1979-04-11,15:50:00,3,Arkansas,-,-,1,0,0,100,6.5,White,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.07,-91.93,35.15,-91.88,1,,159,Unmodified
19790411.5.26,Summary,1979-04-11,16:10:00,3,Arkansas,-,-,2,0,0,200,10.4,Ashley,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,33.15,-91.95,33.23,-91.8,1,,160,Unmodified
19790411.5.27,Summary,1979-04-11,16:35:00,3,Arkansas,-,-,2,0,0,200,2,Lawrence,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.12,-91.15,-,-,1,,161,Unmodified
19790411.5.28,Summary,1979-04-11,17:15:00,3,Arkansas,-,-,2,0,0,100,3.6,Desha,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.58,-91.4,33.63,-91.38,1,,163,Unmodified
19790423.5.29,Summary,1979-04-23,18:05:00,3,Arkansas,-,-,0,0,0,50,5.9,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.8,-91.95,34.88,-91.93,1,,196,Unmodified
19790502.5.30,Summary,1979-05-02,23:35:00,3,Arkansas,-,-,1,0,0,50,4.7,Washington,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.12,-94.08,36.1,-94,1,,211,Unmodified
19790503.5.31,Summary,1979-05-03,16:22:00,3,Arkansas,-,-,2,0,2,100,1,Clark,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34,-93.33,-,-,1,,224,Unmodified
19790503.5.32,Summary,1979-05-03,16:30:00,3,Arkansas,-,-,0,0,0,10,0.1,Clark,-,-,-,-,-,-,-,-,-,-,-,-,,34.1,-93.07,-,-,1,,226,Unmodified
19790503.5.33,Summary,1979-05-03,17:44:00,3,Arkansas,-,-,0,0,0,27,0.2,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.25,-92.77,-,-,1,,230,Unmodified
19790503.5.34,Summary,1979-05-03,19:17:00,3,Arkansas,-,-,0,0,0,27,0.3,Cleveland,-,-,-,-,-,-,-,-,-,-,-,-,,34.03,-92.17,-,-,1,,235,Unmodified
19790503.5.35,Summary,1979-05-03,19:20:00,3,Arkansas,-,-,1,0,0,77,0.3,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.35,-91.8,-,-,1,,236,Unmodified
19790628.5.36,Summary,1979-06-28,18:45:00,3,Arkansas,-,-,2,0,0,50,11,Van Buren,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.62,-92.58,35.47,-92.52,1,,435,Unmodified
19790628.5.37,Summary,1979-06-28,20:45:00,3,Arkansas,-,-,2,0,0,77,0.8,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.82,-92.22,-,-,1,,447,Unmodified
19790709.5.38,Summary,1979-07-09,18:30:00,3,Arkansas,-,-,0,0,0,17,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,34.43,-92.02,-,-,1,,487,Unmodified
19790820.5.39,Summary,1979-08-20,19:10:00,3,Arkansas,-,-,0,0,0,17,0.1,Johnson,-,-,-,-,-,-,-,-,-,-,-,-,,35.53,-93.38,-,-,1,,666,Unmodified
19791022.5.40,Summary,1979-10-22,07:40:00,3,Arkansas,-,-,1,1,2,77,1.5,Chicot,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.27,-91.2,-,-,1,,816,Unmodified
19791223.5.41,Summary,1979-12-23,19:30:00,3,Arkansas,-,-,1,0,0,50,2,Lincoln,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.98,-91.57,-,-,1,,854,Unmodified
19791223.5.42,Summary,1979-12-23,20:20:00,3,Arkansas,-,-,1,0,0,37,0.2,Chicot,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.53,-91.43,-,-,1,,855,Unmodified
19800407.5.1,Summary,1980-04-07,17:10:00,3,Arkansas,-,-,2,0,8,100,5.4,Sebastian,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.13,-94.37,35.13,-94.27,1,,87,Unmodified
19800407.5.2,Summary,1980-04-07,18:20:00,3,Arkansas,-,-,1,0,0,200,1.5,Searcy,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.88,-92.6,-,-,1,,89,Unmodified
19800407.5.3,Summary,1980-04-07,18:30:00,3,Arkansas,-,-,2,0,1,200,20.9,Logan,Yell,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.03,-94.05,35.13,-93.68,1,,90,Unmodified
19800407.5.4,Summary,1980-04-07,18:30:00,3,Arkansas,-,-,2,0,15,1320,37.5,Faulkner,Pulaski,Lonoke,White,-,-,-,-,-,-,-,-,$500K-$5M,,34.9,-92.43,35.12,-91.83,1,,91,Unmodified
19800407.5.5,Summary,1980-04-07,19:05:00,3,Arkansas,-,-,1,0,0,50,0.3,Conway,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.17,-92.77,-,-,1,,92,Unmodified
19800407.5.6,Summary,1980-04-07,19:18:00,3,Arkansas,-,-,3,0,76,1707,3.6,Johnson,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,35.45,-93.5,35.48,-93.45,1,,93,Unmodified
19800407.5.7,Summary,1980-04-07,19:24:00,3,Arkansas,-,-,2,0,0,150,4.1,Yell,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.85,-93.4,34.87,-93.33,1,,94,Unmodified
19800407.5.8,Summary,1980-04-07,20:00:00,3,Arkansas,-,-,2,0,5,880,18.1,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.75,-92.58,34.78,-92.27,1,,96,Unmodified
19800407.5.9,Summary,1980-04-07,20:17:00,3,Arkansas,-,-,0,0,0,50,7.4,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.9,-92.37,34.85,-92.25,1,,97,Unmodified
19800407.5.10,Summary,1980-04-07,20:40:00,3,Arkansas,-,-,1,0,0,27,0.1,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.92,-91.97,-,-,1,,98,Unmodified
19800407.5.11,Summary,1980-04-07,21:00:00,3,Arkansas,-,-,1,0,0,77,2.8,White,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.27,-91.53,-,-,1,,99,Unmodified
19800407.5.12,Summary,1980-04-07,21:20:00,3,Arkansas,-,-,2,0,0,100,7.6,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.87,-92.2,34.87,-92.07,1,,100,Unmodified
19800407.5.13,Summary,1980-04-07,21:55:00,3,Arkansas,-,-,2,0,1,700,1.9,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.77,-91.9,34.77,-91.87,1,,102,Unmodified
19800411.5.14,Summary,1980-04-11,17:48:00,3,Arkansas,-,-,0,0,0,27,0.1,Sevier,-,-,-,-,-,-,-,-,-,-,-,-,,34.1,-94.33,-,-,1,,141,Unmodified
19800411.5.15,Summary,1980-04-11,18:00:00,3,Arkansas,-,-,0,0,0,17,0.1,Sevier,-,-,-,-,-,-,-,-,-,-,-,-,,33.97,-94.17,-,-,1,,142,Unmodified
19800411.5.16,Summary,1980-04-11,18:30:00,3,Arkansas,-,-,0,0,0,27,0.1,Howard,-,-,-,-,-,-,-,-,-,-,-,-,,34.12,-94.07,-,-,1,,143,Unmodified
19800718.5.17,Summary,1980-07-18,17:30:00,3,Arkansas,-,-,0,0,0,100,0.5,Yell,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.1,-93.45,-,-,1,,684,Unmodified
19800903.5.18,Summary,1980-09-03,17:00:00,3,Arkansas,-,-,2,0,0,27,0.1,Perry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35,-92.63,-,-,1,,785,Unmodified
19801017.5.19,Summary,1980-10-17,08:30:00,3,Arkansas,-,-,2,0,3,27,0.5,Miller,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.47,-94,-,-,1,,840,Unmodified
19801017.5.20,Summary,1980-10-17,08:30:00,3,Arkansas,-,-,2,0,2,440,0.5,Little River,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.58,-94.02,-,-,1,,841,Unmodified
19801017.5.21,Summary,1980-10-17,12:20:00,3,Arkansas,-,-,2,1,2,77,1.5,Drew,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.47,-91.85,-,-,1,,842,Unmodified
19801017.5.22,Summary,1980-10-17,13:05:00,3,Arkansas,-,-,2,0,0,77,15.5,Chicot,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.33,-91.45,33.48,-91.25,1,,843,Unmodified
19810403.5.1,Summary,1981-04-03,20:30:00,3,Arkansas,-,-,1,0,0,100,5.1,Polk,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.58,-94.43,34.6,-94.35,1,,72,Unmodified
19810513.5.2,Summary,1981-05-13,20:25:00,3,Arkansas,-,-,1,0,0,50,0.1,Garland,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.45,-93.43,-,-,1,,200,Unmodified
19810513.5.3,Summary,1981-05-13,21:15:00,3,Arkansas,-,-,2,0,4,440,14.6,Columbia,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.27,-93.38,33.23,-93.13,1,,203,Unmodified
19810513.5.4,Summary,1981-05-13,21:16:00,3,Arkansas,-,-,0,0,0,440,2,Searcy,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.02,-92.63,-,-,1,,204,Unmodified
19810516.5.5,Summary,1981-05-16,17:40:00,3,Arkansas,-,-,1,0,0,440,10.5,Columbia,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.27,-93.37,33.35,-93.22,1,,222,Unmodified
19810516.5.6,Summary,1981-05-16,22:23:00,3,Arkansas,-,-,2,0,5,660,12.5,Desha,Lincoln,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.88,-91.65,33.88,-91.43,1,,223,Unmodified
19810518.5.7,Summary,1981-05-18,15:00:00,3,Arkansas,-,-,1,0,1,440,19,Columbia,Union,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.03,-93.08,33.1,-92.77,1,,244,Unmodified
19810518.5.8,Summary,1981-05-18,15:49:00,3,Arkansas,-,-,0,0,0,27,0.1,Union,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.2,-92.68,-,-,1,,245,Unmodified
19810531.5.9,Summary,1981-05-31,16:38:00,3,Arkansas,-,-,0,0,0,27,0.1,Conway,-,-,-,-,-,-,-,-,-,-,-,-,,35.13,-92.55,-,-,1,,331,Unmodified
19811017.5.10,Summary,1981-10-17,18:05:00,3,Arkansas,-,-,2,0,0,100,0.5,Saline,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.53,-92.35,-,-,1,,767,Unmodified
19820103.5.1,Summary,1982-01-03,16:45:00,3,Arkansas,-,-,0,0,0,10,0.2,Lee,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.8,-90.67,-,-,1,,3,Unmodified
19820103.5.2,Summary,1982-01-03,17:15:00,3,Arkansas,-,-,1,0,0,17,0.5,Phillips,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.52,-90.58,-,-,1,,4,Unmodified
19820122.5.3,Summary,1982-01-22,15:22:00,3,Arkansas,-,-,2,0,1,20,2.5,Garland,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.5,-93.05,-,-,1,,16,Unmodified
19820320.5.4,Summary,1982-03-20,20:35:00,3,Arkansas,-,-,0,0,0,10,0.1,Lincoln,-,-,-,-,-,-,-,-,-,-,-,-,,34.17,-91.7,-,-,1,,70,Unmodified
19820402.5.5,Summary,1982-04-02,14:00:00,3,Arkansas,-,-,0,0,0,10,0.1,Garland,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.5,-93.05,-,-,1,,82,Unmodified
19820402.5.6,Summary,1982-04-02,15:45:00,3,Arkansas,-,-,2,0,2,100,1,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.6,-92.02,-,-,1,,100,Unmodified
19820402.5.7,Summary,1982-04-02,16:00:00,3,Arkansas,-,-,2,0,0,17,2.5,Prairie,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.65,-91.58,-,-,1,,102,Unmodified
19820402.48.12,Summary,1982-04-02,16:40:00,3,Texas,Oklahoma,Arkansas,3,1,4,233,52,Red River,Bowie,McCurtain,Little River,-,-,-,-,-,-,-,-,$500K-$5M,,33.63,-95.03,33.63,-94.08,3,,106,Unmodified
19820402.48.12,State,1982-04-02,16:40:00,3,Texas,,,3,0,2,233,26,Red River,Bowie,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.63,-95.03,33.63,-94.53,3,,106,Unmodified
19820402.48.12,State,1982-04-02,16:59:00,3,Oklahoma,,,3,0,0,233,3,McCurtain,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,33.65,-94.53,33.63,-94.48,3,,106,Unmodified
19820402.48.12,State,1982-04-02,17:08:00,3,Arkansas,,,3,1,2,233,23,Little River,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,33.63,-94.47,33.63,-94.08,3,,106,Unmodified
19820402.5.8,Summary,1982-04-02,16:49:00,3,Arkansas,-,-,2,0,0,10,0.1,Monroe,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.88,-91.18,-,-,1,,108,Unmodified
19820402.5.9,Summary,1982-04-02,17:15:00,3,Arkansas,-,-,2,1,13,60,1.6,St. Francis,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.02,-90.77,-,-,1,,109,Unmodified
19820402.5.10,Summary,1982-04-02,17:20:00,3,Arkansas,-,-,4,3,23,200,45,Sevier,Howard,Hempstead,-,-,-,-,-,-,-,-,-,$500K-$5M,,33.93,-94.28,33.87,-93.5,1,,110,Unmodified
19820402.5.13,Summary,1982-04-02,17:28:00,3,Arkansas,-,-,3,0,5,100,1,Boone,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,36.32,-93,-,-,1,,112,Unmodified
19820402.5.12,Summary,1982-04-02,17:55:00,3,Arkansas,-,-,3,5,4,200,18,Hempstead,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,33.63,-93.8,33.67,-93.55,1,,116,Unmodified
19820402.5.14,Summary,1982-04-02,18:20:00,3,Arkansas,-,-,3,2,2,880,1.5,Fulton,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.43,-92.12,-,-,1,,120,Unmodified
